#
#  CIJET_MassBin-3600-4200_CT10nlo_19000_VV-.xsc
#
#  CT10nlo.LHgrid   NLO
#  Lambda=  19000.00 GeV
#  cj/4pi(1-6) =  -1.000   0.000  -2.000   0.000  -1.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      5.98970e-04      4.00128e-07        0.067      40
   2.0        3.0      3.23960e-04      4.48351e-07        0.138      43
   3.0        4.0      2.10433e-04      4.35191e-07        0.207      43
   4.0        5.0      1.50258e-04      1.78164e-07        0.119      12
   5.0        6.0      1.13608e-04      1.62135e-07        0.143      12
   6.0        7.0      8.94815e-05      2.55566e-07        0.286      13
   7.0        8.0      7.25138e-05      3.24128e-07        0.447      13
   8.0        9.0      5.99738e-05      1.97970e-07        0.330      13
   9.0       10.0      5.04269e-05      3.36338e-07        0.667      13
  10.0       12.0      4.01862e-05      1.94317e-07        0.484      13
  12.0       14.0      3.01485e-05      2.07549e-07        0.688      13
  14.0       16.0      2.36385e-05      1.29926e-07        0.550      13
