#
#  CIJET_MassBin-4200-8000_cteq6ll_10000_AA+.xsc
#
#  cteq6ll.LHpdf   LO
#  Lambda=  10000.00 GeV
#  cj/4pi(1-6) =   1.000   0.000  -2.000   0.000   1.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      7.95038e-04      3.49863e-07        0.044      40
   2.0        3.0      3.79474e-04      2.53634e-07        0.067      43
   3.0        4.0      2.08847e-04      1.88160e-07        0.090      43
   4.0        5.0      1.22713e-04      8.34523e-08        0.068       8
   5.0        6.0      7.36292e-05      2.58684e-07        0.351      12
   6.0        7.0      4.36800e-05      1.63248e-07        0.374      13
   7.0        8.0      2.40685e-05      6.37503e-08        0.265      13
   8.0        9.0      1.08700e-05      1.01980e-07        0.938      13
   9.0       10.0      1.61900e-06      9.97843e-08        6.163      12
  10.0       12.0     -7.27308e-06      7.53751e-08        1.036      13
  12.0       14.0     -1.44531e-05      6.19993e-08        0.429      13
  14.0       16.0     -1.83842e-05      6.42860e-08        0.350      13
