#
#  CIJET_MassBin-3000-3600_cteq66_5000_V-A-.xsc
#
#  cteq66.LHgrid   NLO
#  Lambda=   5000.00 GeV
#  cj/4pi(1-6) =   0.000   0.000  -2.000   0.000   0.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      4.06994e-02      2.93187e-05        0.072      16
   2.0        3.0      2.34733e-02      2.64035e-05        0.112      36
   3.0        4.0      1.58763e-02      2.44972e-05        0.154      43
   4.0        5.0      1.15267e-02      1.43548e-05        0.125      12
   5.0        6.0      8.76931e-03      9.77569e-06        0.111      13
   6.0        7.0      6.89477e-03      1.29045e-05        0.187      13
   7.0        8.0      5.56938e-03      1.28682e-05        0.231      13
   8.0        9.0      4.58777e-03      7.99118e-06        0.174      13
   9.0       10.0      3.84485e-03      1.22939e-05        0.320      13
  10.0       12.0      3.04777e-03      5.80092e-06        0.190      13
  12.0       14.0      2.30054e-03      4.22030e-06        0.183      13
  14.0       16.0      1.79462e-03      6.68691e-06        0.373      13
