#
#  CIJET_MassBin-3000-3600_CT10nlo_6000_VV-.xsc
#
#  CT10nlo.LHgrid   NLO
#  Lambda=   6000.00 GeV
#  cj/4pi(1-6) =  -1.000   0.000  -2.000   0.000  -1.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      9.53869e-02      5.89597e-05        0.062      16
   2.0        3.0      5.04733e-02      5.22631e-05        0.104      36
   3.0        4.0      3.19840e-02      3.94087e-05        0.123      43
   4.0        5.0      2.23100e-02      2.62851e-05        0.118      12
   5.0        6.0      1.65231e-02      1.97419e-05        0.119      13
   6.0        7.0      1.27646e-02      2.93301e-05        0.230      13
   7.0        8.0      1.01846e-02      2.10616e-05        0.207      13
   8.0        9.0      8.32300e-03      1.61864e-05        0.194      13
   9.0       10.0      6.94762e-03      1.52945e-05        0.220      13
  10.0       12.0      5.46269e-03      1.34808e-05        0.247      13
  12.0       14.0      4.10277e-03      9.38886e-06        0.229      13
  14.0       16.0      3.19550e-03      1.31403e-05        0.411      13
