#
#  CIJET_MassBin-3600-4200_cteq6ll_7000_V-A+.xsc
#
#  cteq6ll.LHpdf   LO
#  Lambda=   7000.00 GeV
#  cj/4pi(1-6) =   0.000   0.000   2.000   0.000   0.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      3.56968e-03      9.71055e-07        0.027      40
   2.0        3.0      2.03630e-03      8.31948e-07        0.041      43
   3.0        4.0      1.36837e-03      5.78309e-07        0.042      43
   4.0        5.0      9.93242e-04      4.35803e-07        0.044      12
   5.0        6.0      7.57083e-04      5.65418e-07        0.075      12
   6.0        7.0      5.98000e-04      2.41523e-07        0.040      13
   7.0        8.0      4.85023e-04      1.83275e-07        0.038      13
   8.0        9.0      4.01569e-04      3.01066e-07        0.075      13
   9.0       10.0      3.38562e-04      1.80455e-07        0.053      13
  10.0       12.0      2.70131e-04      1.31559e-07        0.049      13
  12.0       14.0      2.06400e-04      1.33853e-07        0.065      13
  14.0       16.0      1.63135e-04      1.49143e-07        0.091      13
