#
#  CIJET_MassBin-3600-4200_CT10nlo_10000_V-A+.xsc
#
#  CT10nlo.LHgrid   NLO
#  Lambda=  10000.00 GeV
#  cj/4pi(1-6) =   0.000   0.000   2.000   0.000   0.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      6.54032e-04      4.82189e-07        0.074      40
   2.0        3.0      3.91791e-04      5.32207e-07        0.136      43
   3.0        4.0      2.72974e-04      4.93333e-07        0.181      43
   4.0        5.0      2.02792e-04      2.96827e-07        0.146      12
   5.0        6.0      1.57150e-04      2.39317e-07        0.152      12
   6.0        7.0      1.25546e-04      3.12558e-07        0.249      13
   7.0        8.0      1.02815e-04      2.60916e-07        0.254      13
   8.0        9.0      8.57454e-05      3.06557e-07        0.358      13
   9.0       10.0      7.28585e-05      3.47655e-07        0.477      13
  10.0       12.0      5.85077e-05      1.33613e-07        0.228      13
  12.0       14.0      4.52558e-05      2.13189e-07        0.471      13
  14.0       16.0      3.59631e-05      1.91241e-07        0.532      13
