#
#  CIJET_MassBin-3600-4200_cteq6ll_6000_LL-.xsc
#
#  cteq6ll.LHpdf   LO
#  Lambda=   6000.00 GeV
#  cj/4pi(1-6) =  -1.000   0.000   0.000   0.000   0.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      1.60740e-02      6.32456e-06        0.039      40
   2.0        3.0      8.48049e-03      3.08894e-06        0.036      43
   3.0        4.0      5.41291e-03      2.57103e-06        0.047      43
   4.0        5.0      3.83317e-03      1.02986e-06        0.027      12
   5.0        6.0      2.90075e-03      8.66025e-07        0.030      12
   6.0        7.0      2.29777e-03      1.01274e-06        0.044      13
   7.0        8.0      1.88292e-03      4.93548e-07        0.026      13
   8.0        9.0      1.58277e-03      1.23517e-06        0.078      13
   9.0       10.0      1.35846e-03      1.12660e-06        0.083      13
  10.0       12.0      1.11612e-03      5.06370e-07        0.045      13
  12.0       14.0      8.90846e-04      5.15777e-07        0.058      13
  14.0       16.0      7.37192e-04      3.25222e-07        0.044      13
