#
#  CIJET_MassBin-3600-4200_cteq6ll_15000_VV-.xsc
#
#  cteq6ll.LHpdf   LO
#  Lambda=  15000.00 GeV
#  cj/4pi(1-6) =  -1.000   0.000  -2.000   0.000  -1.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      1.75773e-03      5.54122e-07        0.032      40
   2.0        3.0      9.92093e-04      3.21748e-07        0.032      43
   3.0        4.0      6.79905e-04      2.57232e-07        0.038      43
   4.0        5.0      5.13042e-04      1.08362e-07        0.021      12
   5.0        6.0      4.10383e-04      1.52753e-07        0.037      12
   6.0        7.0      3.41415e-04      1.62512e-07        0.048      13
   7.0        8.0      2.92215e-04      1.14354e-07        0.039      13
   8.0        9.0      2.55277e-04      2.58695e-07        0.101      13
   9.0       10.0      2.26854e-04      1.50640e-07        0.066      13
  10.0       12.0      1.94985e-04      9.87096e-08        0.051      13
  12.0       14.0      1.64027e-04      8.56723e-08        0.052      13
  14.0       16.0      1.41869e-04      7.78312e-08        0.055      13
