#
#  CIJET_MassBin-4200-8000_cteq6ll_15000_RR-.xsc
#
#  cteq6ll.LHpdf   LO
#  Lambda=  15000.00 GeV
#  cj/4pi(1-6) =   0.000   0.000   0.000   0.000  -1.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      2.04365e-04      7.69615e-08        0.038      40
   2.0        3.0      1.14112e-04      5.85918e-08        0.051      43
   3.0        4.0      7.76147e-05      4.41507e-08        0.057      43
   4.0        5.0      5.83138e-05      1.76777e-08        0.030       8
   5.0        6.0      4.65358e-05      3.05877e-08        0.066      12
   6.0        7.0      3.86877e-05      2.35067e-08        0.061      13
   7.0        8.0      3.31223e-05      2.45472e-08        0.074      13
   8.0        9.0      2.89538e-05      1.85016e-08        0.064      13
   9.0       10.0      2.57483e-05      1.40346e-08        0.055      12
  10.0       12.0      2.21585e-05      1.85275e-08        0.084      13
  12.0       14.0      1.86804e-05      1.28228e-08        0.069      13
  14.0       16.0      1.61858e-05      1.41195e-08        0.087      13
