#
#  CIJET_MassBin-4200-8000_cteq6ll_8000_LL-.xsc
#
#  cteq6ll.LHpdf   LO
#  Lambda=   8000.00 GeV
#  cj/4pi(1-6) =  -1.000   0.000   0.000   0.000   0.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      1.61330e-03      6.86873e-07        0.043      40
   2.0        3.0      8.59502e-04      3.63507e-07        0.042      43
   3.0        4.0      5.55060e-04      3.11019e-07        0.056      43
   4.0        5.0      3.97525e-04      1.38873e-07        0.035       8
   5.0        6.0      3.03867e-04      2.93361e-07        0.097      12
   6.0        7.0      2.43208e-04      9.54074e-08        0.039      13
   7.0        8.0      2.01208e-04      1.25576e-07        0.062      13
   8.0        9.0      1.70608e-04      8.62316e-08        0.051      13
   9.0       10.0      1.47592e-04      7.92961e-08        0.054      12
  10.0       12.0      1.22612e-04      9.60769e-08        0.078      13
  12.0       14.0      9.91846e-05      5.91066e-08        0.060      13
  14.0       16.0      8.30308e-05      5.60449e-08        0.067      13
