#
#  CIJET_MassBin-3600-4200_CT10nlo_14000_AA-.xsc
#
#  CT10nlo.LHgrid   NLO
#  Lambda=  14000.00 GeV
#  cj/4pi(1-6) =  -1.000   0.000   2.000   0.000  -1.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      1.42580e-03      9.92278e-07        0.070      40
   2.0        3.0      7.66688e-04      8.70744e-07        0.114      43
   3.0        4.0      4.94242e-04      8.74298e-07        0.177      43
   4.0        5.0      3.50117e-04      3.71320e-07        0.106      12
   5.0        6.0      2.62825e-04      3.49350e-07        0.133      12
   6.0        7.0      2.05585e-04      4.56154e-07        0.222      13
   7.0        8.0      1.65592e-04      6.13000e-07        0.370      13
   8.0        9.0      1.36131e-04      4.85429e-07        0.357      13
   9.0       10.0      1.13992e-04      7.31963e-07        0.642      13
  10.0       12.0      9.00769e-05      3.35792e-07        0.373      13
  12.0       14.0      6.73346e-05      2.46124e-07        0.366      13
  14.0       16.0      5.23462e-05      2.94011e-07        0.562      13
