#
#  CIJET_MassBin-3600-4200_CT10nlo_6000_V-A-.xsc
#
#  CT10nlo.LHgrid   NLO
#  Lambda=   6000.00 GeV
#  cj/4pi(1-6) =   0.000   0.000  -2.000   0.000   0.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      5.21242e-03      3.60119e-06        0.069      40
   2.0        3.0      3.06128e-03      4.11343e-06        0.134      43
   3.0        4.0      2.09753e-03      3.68620e-06        0.176      43
   4.0        5.0      1.53758e-03      2.57464e-06        0.167      12
   5.0        6.0      1.17808e-03      2.42930e-06        0.206      12
   6.0        7.0      9.30769e-04      1.41738e-06        0.152      13
   7.0        8.0      7.54654e-04      1.69932e-06        0.225      13
   8.0        9.0      6.24131e-04      1.32438e-06        0.212      13
   9.0       10.0      5.25054e-04      1.29526e-06        0.247      13
  10.0       12.0      4.17735e-04      8.73781e-07        0.209      13
  12.0       14.0      3.15700e-04      9.14467e-07        0.290      13
  14.0       16.0      2.47515e-04      7.02194e-07        0.284      13
