#
#  CIJET_MassBin-3600-4200_cteq66_11000_LL-.xsc
#
#  cteq66.LHgrid   NLO
#  Lambda=  11000.00 GeV
#  cj/4pi(1-6) =  -1.000   0.000   0.000   0.000   0.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      1.32660e-03      9.81887e-07        0.074      40
   2.0        3.0      6.96723e-04      7.99356e-07        0.115      43
   3.0        4.0      4.40253e-04      8.23855e-07        0.187      43
   4.0        5.0      3.07500e-04      2.52262e-07        0.082      12
   5.0        6.0      2.28625e-04      3.51943e-07        0.154      12
   6.0        7.0      1.77577e-04      4.20622e-07        0.237      13
   7.0        8.0      1.42354e-04      4.97687e-07        0.350      13
   8.0        9.0      1.16715e-04      3.67074e-07        0.315      13
   9.0       10.0      9.74931e-05      5.65588e-07        0.580      13
  10.0       12.0      7.70231e-05      2.75844e-07        0.358      13
  12.0       14.0      5.75385e-05      2.50128e-07        0.435      13
  14.0       16.0      4.48900e-05      2.01070e-07        0.448      13
