#
#  CIJET_MassBin-3000-3600_cteq6ll_7000_V-A-.xsc
#
#  cteq6ll.LHpdf   LO
#  Lambda=   7000.00 GeV
#  cj/4pi(1-6) =   0.000   0.000  -2.000   0.000   0.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      1.29594e-02      2.50000e-06        0.019      16
   2.0        3.0      7.31864e-03      2.88991e-06        0.039      36
   3.0        4.0      4.87912e-03      2.02613e-06        0.042      43
   4.0        5.0      3.52058e-03      9.00337e-07        0.026      12
   5.0        6.0      2.67108e-03      1.25576e-06        0.047      13
   6.0        7.0      2.10092e-03      6.40513e-07        0.030      13
   7.0        8.0      1.69846e-03      1.33012e-06        0.078      13
   8.0        9.0      1.40415e-03      1.46322e-06        0.104      13
   9.0       10.0      1.18069e-03      1.31559e-06        0.111      13
  10.0       12.0      9.39577e-04      5.71772e-07        0.061      13
  12.0       14.0      7.15346e-04      5.15777e-07        0.072      13
  14.0       16.0      5.63962e-04      5.18875e-07        0.092      13
