#
#  CIJET_MassBin-3600-4200_cteq66_8000_V-A+.xsc
#
#  cteq66.LHgrid   NLO
#  Lambda=   8000.00 GeV
#  cj/4pi(1-6) =   0.000   0.000   2.000   0.000   0.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      1.66522e-03      1.25038e-06        0.075      40
   2.0        3.0      9.89949e-04      1.21133e-06        0.122      43
   3.0        4.0      6.86302e-04      1.14673e-06        0.167      43
   4.0        5.0      5.08417e-04      6.49242e-07        0.128      12
   5.0        6.0      3.93383e-04      5.42441e-07        0.138      12
   6.0        7.0      3.13946e-04      5.36370e-07        0.171      13
   7.0        8.0      2.57038e-04      5.15652e-07        0.201      13
   8.0        9.0      2.14423e-04      5.64438e-07        0.263      13
   9.0       10.0      1.82200e-04      6.27163e-07        0.344      13
  10.0       12.0      1.46577e-04      2.66627e-07        0.182      13
  12.0       14.0      1.13331e-04      3.71673e-07        0.328      13
  14.0       16.0      9.03231e-05      3.27627e-07        0.363      13
