#
#  CIJET_MassBin-3000-3600_CT10nlo_9000_VV-.xsc
#
#  CT10nlo.LHgrid   NLO
#  Lambda=   9000.00 GeV
#  cj/4pi(1-6) =  -1.000   0.000  -2.000   0.000  -1.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      2.28625e-02      1.52753e-05        0.067      16
   2.0        3.0      1.21992e-02      1.27335e-05        0.104      36
   3.0        4.0      7.80786e-03      1.02437e-05        0.131      43
   4.0        5.0      5.49967e-03      7.57188e-06        0.138      12
   5.0        6.0      4.10915e-03      5.22568e-06        0.127      13
   6.0        7.0      3.19977e-03      9.04759e-06        0.283      13
   7.0        8.0      2.56946e-03      7.16025e-06        0.279      13
   8.0        9.0      2.11377e-03      6.30018e-06        0.298      13
   9.0       10.0      1.77515e-03      5.27330e-06        0.297      13
  10.0       12.0      1.40308e-03      4.58642e-06        0.327      13
  12.0       14.0      1.06073e-03      3.65499e-06        0.345      13
  14.0       16.0      8.30423e-04      5.04912e-06        0.608      13
