#
#  CIJET_MassBin-3600-4200_cteq6ll_5000_AA+.xsc
#
#  cteq6ll.LHpdf   LO
#  Lambda=   5000.00 GeV
#  cj/4pi(1-6) =   1.000   0.000  -2.000   0.000   1.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      6.03592e-02      2.22327e-05        0.037      40
   2.0        3.0      3.09307e-02      1.14216e-05        0.037      43
   3.0        4.0      1.88733e-02      9.93333e-06        0.053      43
   4.0        5.0      1.26617e-02      5.77350e-06        0.046      12
   5.0        6.0      9.03075e-03      4.30908e-06        0.048      12
   6.0        7.0      6.71785e-03      3.36269e-06        0.050      13
   7.0        8.0      5.15415e-03      2.23033e-06        0.043      13
   8.0        9.0      4.05038e-03      2.29269e-06        0.057      13
   9.0       10.0      3.24115e-03      3.18450e-06        0.098      13
  10.0       12.0      2.39819e-03      1.78581e-06        0.074      13
  12.0       14.0      1.64769e-03      1.94228e-06        0.118      13
  14.0       16.0      1.16462e-03      1.54318e-06        0.133      13
