#
#  cidijet_DijetChi_CILHC_2012_Lambda-14000._MassBin-3600.-4200._Order-1_xmu-1._0053.dat
#
#  Lambda=14000 GeV   cteq66   NLO
#  mass=[ 3600.00, 4200.00 ] GeV
#   chid  chiu  xsec(pb)    error(pb)
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      6.60100e-04      1.60900e-06        0.244       1
   2.0        3.0      3.53700e-04      1.28600e-06        0.364       1
   3.0        4.0      2.28900e-04      1.08400e-06        0.474       1
   4.0        5.0      1.63100e-04      9.55100e-07        0.586       1
   5.0        6.0      1.24200e-04      8.62000e-07        0.694       1
   6.0        7.0      9.91000e-05      8.06700e-07        0.814       1
   7.0        8.0      8.04800e-05      7.66100e-07        0.952       1
   8.0        9.0      6.76500e-05      7.46100e-07        1.103       1
   9.0       10.0      5.76800e-05      7.13400e-07        1.237       1
  10.0       12.0      4.72400e-05      4.94950e-07        1.048       1
  12.0       14.0      3.69200e-05      4.66750e-07        1.264       1
  14.0       16.0      2.99300e-05      4.53500e-07        1.515       1
