#
#  CIJET_MassBin-3600-4200_cteq66_9000_AA-.xsc
#
#  cteq66.LHgrid   NLO
#  Lambda=   9000.00 GeV
#  cj/4pi(1-6) =  -1.000   0.000   2.000   0.000  -1.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      6.15285e-03      3.92592e-06        0.064      40
   2.0        3.0      3.28172e-03      3.31896e-06        0.101      43
   3.0        4.0      2.09726e-03      3.28121e-06        0.156      43
   4.0        5.0      1.47417e-03      9.37437e-07        0.064      12
   5.0        6.0      1.10042e-03      1.24011e-06        0.113      12
   6.0        7.0      8.56431e-04      1.32501e-06        0.155      13
   7.0        8.0      6.87646e-04      1.76003e-06        0.256      13
   8.0        9.0      5.64623e-04      1.35717e-06        0.240      13
   9.0       10.0      4.72546e-04      1.93805e-06        0.410      13
  10.0       12.0      3.74046e-04      9.15710e-07        0.245      13
  12.0       14.0      2.81485e-04      6.75273e-07        0.240      13
  14.0       16.0      2.20619e-04      6.54006e-07        0.296      13
