#
#  CIJET_MassBin-4200-8000_CT10nlo_11000_AA-.xsc
#
#  CT10nlo.LHgrid   NLO
#  Lambda=  11000.00 GeV
#  cj/4pi(1-6) =  -1.000   0.000   2.000   0.000  -1.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      8.31505e-04      7.30630e-07        0.088      40
   2.0        3.0      4.43598e-04      3.82653e-07        0.086      43
   3.0        4.0      2.83658e-04      3.57393e-07        0.126      43
   4.0        5.0      1.99613e-04      2.35660e-07        0.118       8
   5.0        6.0      1.48733e-04      2.34844e-07        0.158      12
   6.0        7.0      1.15808e-04      2.13937e-07        0.185      13
   7.0        8.0      9.29023e-05      1.55946e-07        0.168      13
   8.0        9.0      7.61723e-05      1.62283e-07        0.213      13
   9.0       10.0      6.36608e-05      2.20225e-07        0.346      12
  10.0       12.0      5.02685e-05      1.26876e-07        0.252      13
  12.0       14.0      3.77573e-05      1.07463e-07        0.285      13
  14.0       16.0      2.93315e-05      1.30054e-07        0.443      13
