#
#  CIJET_MassBin-4200-8000_cteq66_11000_VV+.xsc
#
#  cteq66.LHgrid   NLO
#  Lambda=  11000.00 GeV
#  cj/4pi(1-6) =   1.000   0.000   2.000   0.000   1.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      3.03555e-04      5.33470e-07        0.176      40
   2.0        3.0      1.52293e-04      3.34091e-07        0.219      43
   3.0        4.0      9.02963e-05      2.79311e-07        0.309      43
   4.0        5.0      5.88763e-05      1.64311e-07        0.279       8
   5.0        6.0      4.07217e-05      2.55373e-07        0.627      12
   6.0        7.0      2.97831e-05      1.60540e-07        0.539      13
   7.0        8.0      2.25000e-05      1.42653e-07        0.634      13
   8.0        9.0      1.74992e-05      1.30030e-07        0.743      13
   9.0       10.0      1.40892e-05      1.92281e-07        1.365      12
  10.0       12.0      1.04954e-05      1.08886e-07        1.037      13
  12.0       14.0      7.63346e-06      8.40482e-08        1.101      13
  14.0       16.0      5.96808e-06      1.07752e-07        1.805      13
