#
#  CIJET_MassBin-3000-3600_cteq6ll_6000_AA+.xsc
#
#  cteq6ll.LHpdf   LO
#  Lambda=   6000.00 GeV
#  cj/4pi(1-6) =   1.000   0.000  -2.000   0.000   1.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      8.52475e-02      1.94936e-05        0.023      16
   2.0        3.0      4.26131e-02      1.81768e-05        0.043      36
   3.0        4.0      2.51256e-02      1.68045e-05        0.067      43
   4.0        5.0      1.61983e-02      7.17741e-06        0.044      12
   5.0        6.0      1.10208e-02      6.40513e-06        0.058      13
   6.0        7.0      7.77423e-03      1.24107e-05        0.160      13
   7.0        8.0      5.61708e-03      4.55451e-06        0.081      13
   8.0        9.0      4.11031e-03      7.31875e-06        0.178      13
   9.0       10.0      3.03054e-03      6.07749e-06        0.201      13
  10.0       12.0      1.93319e-03      3.63741e-06        0.188      13
  12.0       14.0      9.85154e-04      3.23641e-06        0.329      13
  14.0       16.0      4.01473e-04      3.41221e-06        0.850      13
