#
#  CIJET_MassBin-3600-4200_cteq6ll_9000_RR+.xsc
#
#  cteq6ll.LHpdf   LO
#  Lambda=   9000.00 GeV
#  cj/4pi(1-6) =   0.000   0.000   0.000   0.000   1.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      1.34678e-03      9.73692e-07        0.072      40
   2.0        3.0      5.73328e-04      4.41494e-07        0.077      43
   3.0        4.0      2.62316e-04      3.77921e-07        0.144      43
   4.0        5.0      1.13100e-04      3.07482e-07        0.272      12
   5.0        6.0      3.33150e-05      2.50726e-07        0.753      12
   6.0        7.0     -1.28246e-05      1.64449e-07        1.282      13
   7.0        8.0     -4.08077e-05      1.77349e-07        0.435      13
   8.0        9.0     -5.79685e-05      3.19553e-07        0.551      13
   9.0       10.0     -6.90438e-05      1.92464e-07        0.279      13
  10.0       12.0     -7.81308e-05      1.66506e-07        0.213      13
  12.0       14.0     -8.34462e-05      1.37631e-07        0.165      13
  14.0       16.0     -8.45769e-05      1.31680e-07        0.156      13
