#
#  CIJET_MassBin-3600-4200_CT10nlo_14000_V-A-.xsc
#
#  CT10nlo.LHgrid   NLO
#  Lambda=  14000.00 GeV
#  cj/4pi(1-6) =   0.000   0.000  -2.000   0.000   0.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      1.90295e-04      1.50128e-07        0.079      40
   2.0        3.0      1.11144e-04      1.85552e-07        0.167      43
   3.0        4.0      7.61619e-05      1.82929e-07        0.240      43
   4.0        5.0      5.60692e-05      1.70851e-07        0.305      12
   5.0        6.0      4.32550e-05      1.63401e-07        0.378      12
   6.0        7.0      3.44285e-05      1.48315e-07        0.431      13
   7.0        8.0      2.81577e-05      1.17768e-07        0.418      13
   8.0        9.0      2.35438e-05      1.34011e-07        0.569      13
   9.0       10.0      1.99877e-05      1.38994e-07        0.695      13
  10.0       12.0      1.62135e-05      7.77653e-08        0.480      13
  12.0       14.0      1.24623e-05      1.07580e-07        0.863      13
  14.0       16.0      1.00442e-05      9.01814e-08        0.898      13
