#
#  CIJET_MassBin-4200-8000_cteq66_6000_VV+.xsc
#
#  cteq66.LHgrid   NLO
#  Lambda=   6000.00 GeV
#  cj/4pi(1-6) =   1.000   0.000   2.000   0.000   1.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      5.70220e-03      6.48944e-06        0.114      40
   2.0        3.0      2.96388e-03      3.26022e-06        0.110      43
   3.0        4.0      1.83863e-03      2.90339e-06        0.158      43
   4.0        5.0      1.25712e-03      1.95941e-06        0.156       8
   5.0        6.0      9.11925e-04      2.14778e-06        0.236      12
   6.0        7.0      6.94692e-04      1.27309e-06        0.183      13
   7.0        8.0      5.46062e-04      5.93771e-07        0.109      13
   8.0        9.0      4.40308e-04      1.04280e-06        0.237      13
   9.0       10.0      3.63033e-04      1.34660e-06        0.371      12
  10.0       12.0      2.81973e-04      7.60103e-07        0.270      13
  12.0       14.0      2.09377e-04      4.26524e-07        0.204      13
  14.0       16.0      1.62304e-04      5.92474e-07        0.365      13
