#
#  CIJET_MassBin-4200-8000_cteq6ll_7000_LL+.xsc
#
#  cteq6ll.LHpdf   LO
#  Lambda=   7000.00 GeV
#  cj/4pi(1-6) =   1.000   0.000   0.000   0.000   0.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      1.65975e-03      7.07107e-07        0.043      40
   2.0        3.0      8.06684e-04      4.89378e-07        0.061      43
   3.0        4.0      4.62877e-04      3.55794e-07        0.077      43
   4.0        5.0      2.91138e-04      1.50594e-07        0.052       8
   5.0        6.0      1.93483e-04      5.07818e-07        0.262      12
   6.0        7.0      1.33569e-04      2.42846e-07        0.182      13
   7.0        8.0      9.39900e-05      6.87992e-08        0.073      13
   8.0        9.0      6.68300e-05      1.49332e-07        0.223      13
   9.0       10.0      4.74475e-05      1.48577e-07        0.313      12
  10.0       12.0      2.80512e-05      1.04086e-07        0.371      13
  12.0       14.0      1.15246e-05      7.37524e-08        0.640      13
  14.0       16.0      1.53531e-06      7.26643e-08        4.733      13
