#
#  CIJET_MassBin-4200-8000_cteq6ll_19000_VV-.xsc
#
#  cteq6ll.LHpdf   LO
#  Lambda=  19000.00 GeV
#  cj/4pi(1-6) =  -1.000   0.000  -2.000   0.000  -1.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      2.25250e-04      8.47319e-08        0.038      40
   2.0        3.0      1.28274e-04      5.38650e-08        0.042      43
   3.0        4.0      8.87849e-05      4.88619e-08        0.055      43
   4.0        5.0      6.75937e-05      2.19984e-08        0.033       8
   5.0        6.0      5.44875e-05      3.01888e-08        0.055      12
   6.0        7.0      4.56454e-05      2.98930e-08        0.065      13
   7.0        8.0      3.93185e-05      2.73393e-08        0.070      13
   8.0        9.0      3.45408e-05      2.21591e-08        0.064      13
   9.0       10.0      3.08400e-05      1.47710e-08        0.048      12
  10.0       12.0      2.66688e-05      2.25605e-08        0.085      13
  12.0       14.0      2.25946e-05      1.47848e-08        0.065      13
  14.0       16.0      1.96508e-05      1.76595e-08        0.090      13
