#
#  CIJET_MassBin-3000-3600_cteq6ll_8000_V-A+.xsc
#
#  cteq6ll.LHpdf   LO
#  Lambda=   8000.00 GeV
#  cj/4pi(1-6) =   0.000   0.000   2.000   0.000   0.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      7.59862e-03      1.50000e-06        0.020      16
   2.0        3.0      4.29003e-03      1.78063e-06        0.042      36
   3.0        4.0      2.86021e-03      1.31942e-06        0.046      43
   4.0        5.0      2.06392e-03      5.14929e-07        0.025      12
   5.0        6.0      1.56569e-03      8.54850e-07        0.055      13
   6.0        7.0      1.23177e-03      4.38529e-07        0.036      13
   7.0        8.0      9.95777e-04      7.98075e-07        0.080      13
   8.0        9.0      8.22923e-04      7.71529e-07        0.094      13
   9.0       10.0      6.91915e-04      7.89352e-07        0.114      13
  10.0       12.0      5.50885e-04      2.99572e-07        0.054      13
  12.0       14.0      4.19208e-04      3.09466e-07        0.074      13
  14.0       16.0      3.30477e-04      3.11325e-07        0.094      13
