#
#  CIJET_MassBin-3000-3600_cteq6ll_17000_VV-.xsc
#
#  cteq6ll.LHpdf   LO
#  Lambda=  17000.00 GeV
#  cj/4pi(1-6) =  -1.000   0.000  -2.000   0.000  -1.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      4.78844e-03      1.31498e-06        0.027      16
   2.0        3.0      2.74894e-03      8.92651e-07        0.032      36
   3.0        4.0      1.91742e-03      8.23250e-07        0.043      43
   4.0        5.0      1.46967e-03      4.92366e-07        0.034      12
   5.0        6.0      1.19085e-03      3.75534e-07        0.032      13
   6.0        7.0      1.00152e-03      7.00183e-07        0.070      13
   7.0        8.0      8.65200e-04      6.35085e-07        0.073      13
   8.0        9.0      7.62423e-04      3.94026e-07        0.052      13
   9.0       10.0      6.82038e-04      4.90813e-07        0.072      13
  10.0       12.0      5.91346e-04      4.73665e-07        0.080      13
  12.0       14.0      5.02231e-04      3.30113e-07        0.066      13
  14.0       16.0      4.37542e-04      4.54994e-07        0.104      13
