#
#  CIJET_MassBin-3600-4200_cteq66_6000_LL-.xsc
#
#  cteq66.LHgrid   NLO
#  Lambda=   6000.00 GeV
#  cj/4pi(1-6) =  -1.000   0.000   0.000   0.000   0.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      1.07270e-02      1.01779e-05        0.095      40
   2.0        3.0      5.51049e-03      6.06069e-06        0.110      43
   3.0        4.0      3.40107e-03      6.39343e-06        0.188      43
   4.0        5.0      2.32592e-03      1.78164e-06        0.077      12
   5.0        6.0      1.69933e-03      2.90245e-06        0.171      12
   6.0        7.0      1.29938e-03      2.39925e-06        0.185      13
   7.0        8.0      1.02846e-03      2.56955e-06        0.250      13
   8.0        9.0      8.34777e-04      1.97026e-06        0.236      13
   9.0       10.0      6.91454e-04      2.58541e-06        0.374      13
  10.0       12.0      5.40923e-04      1.46978e-06        0.272      13
  12.0       14.0      4.01492e-04      1.31543e-06        0.328      13
  14.0       16.0      3.11912e-04      7.97693e-07        0.256      13
