#
#  CIJET_MassBin-4200-8000_cteq6ll_18000_VV-.xsc
#
#  cteq6ll.LHpdf   LO
#  Lambda=  18000.00 GeV
#  cj/4pi(1-6) =  -1.000   0.000  -2.000   0.000  -1.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      2.63262e-04      1.00480e-07        0.038      40
   2.0        3.0      1.49363e-04      6.55499e-08        0.044      43
   3.0        4.0      1.02970e-04      5.99002e-08        0.058      43
   4.0        5.0      7.81162e-05      2.77424e-08        0.036       8
   5.0        6.0      6.27758e-05      3.52803e-08        0.056      12
   6.0        7.0      5.24508e-05      3.27774e-08        0.062      13
   7.0        8.0      4.50777e-05      3.05924e-08        0.068      13
   8.0        9.0      3.95208e-05      2.53185e-08        0.064      13
   9.0       10.0      3.52267e-05      1.61433e-08        0.046      12
  10.0       12.0      3.03942e-05      2.53185e-08        0.083      13
  12.0       14.0      2.56881e-05      1.71438e-08        0.067      13
  14.0       16.0      2.22969e-05      1.95297e-08        0.088      13
