#
#  CIJET_MassBin-3600-4200_cteq66_12000_RR+.xsc
#
#  cteq66.LHgrid   NLO
#  Lambda=  12000.00 GeV
#  cj/4pi(1-6) =   0.000   0.000   0.000   0.000   1.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      3.44155e-05      7.46005e-07        2.168      40
   2.0        3.0     -6.53042e-06      6.08348e-07        9.316      43
   3.0        4.0     -2.04391e-05      5.61316e-07        2.746      43
   4.0        5.0     -2.43850e-05      3.12512e-07        1.282      12
   5.0        6.0     -2.43608e-05      2.48284e-07        1.019      12
   6.0        7.0     -2.32408e-05      3.26483e-07        1.405      13
   7.0        8.0     -2.14908e-05      4.02564e-07        1.873      13
   8.0        9.0     -1.95369e-05      2.91187e-07        1.490      13
   9.0       10.0     -1.76708e-05      4.25959e-07        2.411      13
  10.0       12.0     -1.52658e-05      2.67144e-07        1.750      13
  12.0       14.0     -1.22469e-05      2.37404e-07        1.938      13
  14.0       16.0     -1.00781e-05      2.03322e-07        2.017      13
