#
#  CIJET_MassBin-3600-4200_cteq66_8000_RR+.xsc
#
#  cteq66.LHgrid   NLO
#  Lambda=   8000.00 GeV
#  cj/4pi(1-6) =   0.000   0.000   0.000   0.000   1.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      1.57847e-03      3.14592e-06        0.199      40
   2.0        3.0      7.38181e-04      2.10456e-06        0.285      43
   3.0        4.0      4.05858e-04      1.99848e-06        0.492      43
   4.0        5.0      2.45642e-04      1.00132e-06        0.408      12
   5.0        6.0      1.59050e-04      9.57744e-07        0.602      12
   6.0        7.0      1.07069e-04      9.52527e-07        0.890      13
   7.0        8.0      7.47715e-05      1.04210e-06        1.394      13
   8.0        9.0      5.37385e-05      7.96815e-07        1.483      13
   9.0       10.0      3.94415e-05      9.98297e-07        2.531      13
  10.0       12.0      2.57600e-05      7.56849e-07        2.938      13
  12.0       14.0      1.54185e-05      6.66438e-07        4.322      13
  14.0       16.0      9.52500e-06      5.42141e-07        5.692      13
