#
#  CIJET_MassBin-3000-3600_CT10nlo_7000_V-A-.xsc
#
#  CT10nlo.LHgrid   NLO
#  Lambda=   7000.00 GeV
#  cj/4pi(1-6) =   0.000   0.000  -2.000   0.000   0.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      1.05144e-02      7.27438e-06        0.069      16
   2.0        3.0      6.06553e-03      6.85143e-06        0.113      36
   3.0        4.0      4.10391e-03      6.68621e-06        0.163      43
   4.0        5.0      2.98100e-03      3.78994e-06        0.127      12
   5.0        6.0      2.26938e-03      3.12353e-06        0.138      13
   6.0        7.0      1.78469e-03      4.15100e-06        0.233      13
   7.0        8.0      1.44285e-03      4.03828e-06        0.280      13
   8.0        9.0      1.18892e-03      2.28989e-06        0.193      13
   9.0       10.0      9.96738e-04      3.66186e-06        0.367      13
  10.0       12.0      7.91692e-04      2.49615e-06        0.315      13
  12.0       14.0      5.98269e-04      1.31680e-06        0.220      13
  14.0       16.0      4.67342e-04      3.40513e-06        0.729      13
