#
#  CIJET_MassBin-4200-8000_CT10nlo_6000_RR-.xsc
#
#  CT10nlo.LHgrid   NLO
#  Lambda=   6000.00 GeV
#  cj/4pi(1-6) =   0.000   0.000   0.000   0.000  -1.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      3.07912e-03      3.19605e-06        0.104      40
   2.0        3.0      1.57112e-03      1.56158e-06        0.099      43
   3.0        4.0      9.62960e-04      1.48503e-06        0.154      43
   4.0        5.0      6.55050e-04      1.06503e-06        0.163       8
   5.0        6.0      4.74717e-04      1.06586e-06        0.225      12
   6.0        7.0      3.61723e-04      6.69768e-07        0.185      13
   7.0        8.0      2.84800e-04      5.22813e-07        0.184      13
   8.0        9.0      2.30054e-04      5.07634e-07        0.221      13
   9.0       10.0      1.89650e-04      4.66125e-07        0.246      12
  10.0       12.0      1.47638e-04      3.20906e-07        0.217      13
  12.0       14.0      1.09196e-04      2.13563e-07        0.196      13
  14.0       16.0      8.39115e-05      3.37980e-07        0.403      13
