#
#  CIJET_MassBin-3600-4200_cteq66_8000_V-A-.xsc
#
#  cteq66.LHgrid   NLO
#  Lambda=   8000.00 GeV
#  cj/4pi(1-6) =   0.000   0.000  -2.000   0.000   0.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      1.70715e-03      1.21000e-06        0.071      40
   2.0        3.0      9.96326e-04      1.33222e-06        0.134      43
   3.0        4.0      6.79616e-04      1.23036e-06        0.181      43
   4.0        5.0      4.96792e-04      9.00967e-07        0.181      12
   5.0        6.0      3.79967e-04      8.65850e-07        0.228      12
   6.0        7.0      2.99746e-04      5.63642e-07        0.188      13
   7.0        8.0      2.42823e-04      5.59991e-07        0.231      13
   8.0        9.0      2.00723e-04      5.05229e-07        0.252      13
   9.0       10.0      1.68731e-04      5.28180e-07        0.313      13
  10.0       12.0      1.34296e-04      3.49083e-07        0.260      13
  12.0       14.0      1.01362e-04      4.00601e-07        0.395      13
  14.0       16.0      7.95385e-05      3.12353e-07        0.393      13
