#
#  CIJET_MassBin-3600-4200_cteq6ll_9000_AA-.xsc
#
#  cteq6ll.LHpdf   LO
#  Lambda=   9000.00 GeV
#  cj/4pi(1-6) =  -1.000   0.000   2.000   0.000  -1.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      9.06242e-03      2.66879e-06        0.029      40
   2.0        3.0      4.94288e-03      1.56158e-06        0.032      43
   3.0        4.0      3.25991e-03      1.42785e-06        0.044      43
   4.0        5.0      2.37325e-03      6.21582e-07        0.026      12
   5.0        6.0      1.83808e-03      6.68558e-07        0.036      12
   6.0        7.0      1.48546e-03      6.60225e-07        0.044      13
   7.0        8.0      1.23885e-03      3.75534e-07        0.030      13
   8.0        9.0      1.05754e-03      7.76250e-07        0.073      13
   9.0       10.0      9.20062e-04      5.95173e-07        0.065      13
  10.0       12.0      7.69423e-04      2.77350e-07        0.036      13
  12.0       14.0      6.27038e-04      3.20256e-07        0.051      13
  14.0       16.0      5.28038e-04      2.46774e-07        0.047      13
