#
#  CIJET_MassBin-4200-8000_CT10nlo_10000_LL+.xsc
#
#  CT10nlo.LHgrid   NLO
#  Lambda=  10000.00 GeV
#  cj/4pi(1-6) =   1.000   0.000   0.000   0.000   0.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      1.74123e-04      3.43054e-07        0.197      40
   2.0        3.0      7.96505e-05      2.05159e-07        0.258      43
   3.0        4.0      4.25744e-05      1.87747e-07        0.441      43
   4.0        5.0      2.50762e-05      1.25918e-07        0.502       8
   5.0        6.0      1.56208e-05      1.78196e-07        1.141      12
   6.0        7.0      1.03062e-05      1.06265e-07        1.031      13
   7.0        8.0      6.96992e-06      6.59071e-08        0.946      13
   8.0        9.0      4.84138e-06      8.63438e-08        1.783      13
   9.0       10.0      3.46025e-06      1.42039e-07        4.105      12
  10.0       12.0      2.16050e-06      7.15000e-08        3.309      13
  12.0       14.0      1.26212e-06      5.44224e-08        4.312      13
  14.0       16.0      8.39769e-07      6.13764e-08        7.309      13
