#
#  CIJET_MassBin-4200-8000_CT10nlo_5000_V-A+.xsc
#
#  CT10nlo.LHgrid   NLO
#  Lambda=   5000.00 GeV
#  cj/4pi(1-6) =   0.000   0.000   2.000   0.000   0.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      2.95495e-03      2.48018e-06        0.084      40
   2.0        3.0      1.78491e-03      2.32803e-06        0.130      43
   3.0        4.0      1.25258e-03      1.78929e-06        0.143      43
   4.0        5.0      9.36737e-04      1.33838e-06        0.143       8
   5.0        6.0      7.28475e-04      6.18098e-07        0.085      12
   6.0        7.0      5.85131e-04      7.90975e-07        0.135      13
   7.0        8.0      4.81100e-04      6.31137e-07        0.131      13
   8.0        9.0      4.02700e-04      7.69199e-07        0.191      13
   9.0       10.0      3.43167e-04      7.08819e-07        0.207      12
  10.0       12.0      2.77127e-04      5.38754e-07        0.194      13
  12.0       14.0      2.14888e-04      3.46503e-07        0.161      13
  14.0       16.0      1.72185e-04      2.71864e-07        0.158      13
