#
#  CIJET_MassBin-4200-8000_cteq6ll_11000_AA-.xsc
#
#  cteq6ll.LHpdf   LO
#  Lambda=  11000.00 GeV
#  cj/4pi(1-6) =  -1.000   0.000   2.000   0.000  -1.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      1.24390e-03      3.78932e-07        0.030      40
   2.0        3.0      6.82291e-04      2.77586e-07        0.041      43
   3.0        4.0      4.53114e-04      2.39624e-07        0.053      43
   4.0        5.0      3.32062e-04      9.16125e-08        0.028       8
   5.0        6.0      2.58675e-04      1.81534e-07        0.070      12
   6.0        7.0      2.10308e-04      8.62316e-08        0.041      13
   7.0        8.0      1.76338e-04      9.60769e-08        0.054      13
   8.0        9.0      1.51254e-04      8.77058e-08        0.058      13
   9.0       10.0      1.32183e-04      7.17741e-08        0.054      12
  10.0       12.0      1.11212e-04      8.93352e-08        0.080      13
  12.0       14.0      9.12731e-05      5.25015e-08        0.058      13
  14.0       16.0      7.73231e-05      5.63301e-08        0.073      13
