#
#  CIJET_MassBin-3000-3600_CT10nlo_6000_LL-.xsc
#
#  CT10nlo.LHgrid   NLO
#  Lambda=   6000.00 GeV
#  cj/4pi(1-6) =  -1.000   0.000   0.000   0.000   0.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      3.80125e-02      2.59487e-05        0.068      16
   2.0        3.0      1.96481e-02      2.35214e-05        0.120      36
   3.0        4.0      1.22081e-02      1.77624e-05        0.145      43
   4.0        5.0      8.40658e-03      1.26452e-05        0.150      12
   5.0        6.0      6.16969e-03      9.02205e-06        0.146      13
   6.0        7.0      4.73723e-03      1.49117e-05        0.315      13
   7.0        8.0      3.76285e-03      1.10367e-05        0.293      13
   8.0        9.0      3.06669e-03      7.89920e-06        0.258      13
   9.0       10.0      2.55654e-03      7.66611e-06        0.300      13
  10.0       12.0      2.00323e-03      5.73227e-06        0.286      13
  12.0       14.0      1.50215e-03      4.68768e-06        0.312      13
  14.0       16.0      1.16935e-03      5.82518e-06        0.498      13
