#
#  CIJET_MassBin-3000-3600_cteq6ll_6000_RR-.xsc
#
#  cteq6ll.LHpdf   LO
#  Lambda=   6000.00 GeV
#  cj/4pi(1-6) =   0.000   0.000   0.000   0.000  -1.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      5.53556e-02      1.03078e-05        0.019      16
   2.0        3.0      2.94300e-02      9.85611e-06        0.033      36
   3.0        4.0      1.89470e-02      1.01266e-05        0.053      43
   4.0        5.0      1.35358e-02      5.14929e-06        0.038      12
   5.0        6.0      1.03162e-02      5.06370e-06        0.049      13
   6.0        7.0      8.22954e-03      6.59059e-06        0.080      13
   7.0        8.0      6.78900e-03      4.20317e-06        0.062      13
   8.0        9.0      5.74223e-03      2.97640e-06        0.052      13
   9.0       10.0      4.95508e-03      3.09466e-06        0.062      13
  10.0       12.0      4.10338e-03      2.05298e-06        0.050      13
  12.0       14.0      3.30619e-03      1.26719e-06        0.038      13
  14.0       16.0      2.75742e-03      2.35271e-06        0.085      13
