#
#  CIJET_MassBin-3000-3600_CT10nlo_5000_AA+.xsc
#
#  CT10nlo.LHgrid   NLO
#  Lambda=   5000.00 GeV
#  cj/4pi(1-6) =   1.000   0.000  -2.000   0.000   1.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      1.35650e-01      1.09545e-04        0.081      16
   2.0        3.0      7.00517e-02      9.46120e-05        0.135      36
   3.0        4.0      4.30795e-02      7.87387e-05        0.183      43
   4.0        5.0      2.91375e-02      4.93826e-05        0.169      12
   5.0        6.0      2.09546e-02      4.75422e-05        0.227      13
   6.0        7.0      1.57338e-02      4.40716e-05        0.280      13
   7.0        8.0      1.22462e-02      3.09673e-05        0.253      13
   8.0        9.0      9.74877e-03      2.87465e-05        0.295      13
   9.0       10.0      7.93269e-03      2.72225e-05        0.343      13
  10.0       12.0      6.07538e-03      1.79654e-05        0.296      13
  12.0       14.0      4.40369e-03      1.74935e-05        0.397      13
  14.0       16.0      3.31873e-03      1.45439e-05        0.438      13
