#
#  CIJET_MassBin-4200-8000_cteq66_7000_VV-.xsc
#
#  cteq66.LHgrid   NLO
#  Lambda=   7000.00 GeV
#  cj/4pi(1-6) =  -1.000   0.000  -2.000   0.000  -1.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      4.22243e-03      3.86893e-06        0.092      40
   2.0        3.0      2.22944e-03      1.84265e-06        0.083      43
   3.0        4.0      1.40914e-03      1.79392e-06        0.127      43
   4.0        5.0      9.81325e-04      1.10032e-06        0.112       8
   5.0        6.0      7.24275e-04      1.14346e-06        0.158      12
   6.0        7.0      5.59492e-04      8.85496e-07        0.158      13
   7.0        8.0      4.45492e-04      6.15713e-07        0.138      13
   8.0        9.0      3.63254e-04      7.04291e-07        0.194      13
   9.0       10.0      3.01692e-04      4.88892e-07        0.162      12
  10.0       12.0      2.37192e-04      4.59096e-07        0.194      13
  12.0       14.0      1.77246e-04      3.28799e-07        0.186      13
  14.0       16.0      1.37219e-04      4.55768e-07        0.332      13
