#
#  CIJET_MassBin-3600-4200_cteq6ll_9000_VV+.xsc
#
#  cteq6ll.LHpdf   LO
#  Lambda=   9000.00 GeV
#  cj/4pi(1-6) =   1.000   0.000   2.000   0.000   1.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      3.99983e-03      2.01135e-06        0.050      40
   2.0        3.0      1.89174e-03      1.04865e-06        0.055      43
   3.0        4.0      1.02544e-03      8.25265e-07        0.080      43
   4.0        5.0      5.89675e-04      6.64865e-07        0.113      12
   5.0        6.0      3.43675e-04      5.89491e-07        0.172      12
   6.0        7.0      1.93185e-04      3.95487e-07        0.205      13
   7.0        8.0      9.58815e-05      3.63429e-07        0.379      13
   8.0        9.0      3.10185e-05      5.54119e-07        1.786      13
   9.0       10.0     -1.41900e-05      3.72872e-07        2.628      13
  10.0       12.0     -5.73769e-05      3.23146e-07        0.563      13
  12.0       14.0     -9.13885e-05      2.93793e-07        0.321      13
  14.0       16.0     -1.09415e-04      2.84594e-07        0.260      13
