#
#  CIJET_MassBin-3000-3600_cteq66_13000_VV+.xsc
#
#  cteq66.LHgrid   NLO
#  Lambda=  13000.00 GeV
#  cj/4pi(1-6) =   1.000   0.000   2.000   0.000   1.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0     -2.78163e-04      3.55300e-06        1.277      16
   2.0        3.0     -2.49361e-04      3.65226e-06        1.465      36
   3.0        4.0     -2.36795e-04      3.90226e-06        1.648      43
   4.0        5.0     -2.20325e-04      3.25636e-06        1.478      12
   5.0        6.0     -2.01115e-04      2.66453e-06        1.325      13
   6.0        7.0     -1.81962e-04      3.07857e-06        1.692      13
   7.0        8.0     -1.62923e-04      2.98612e-06        1.833      13
   8.0        9.0     -1.48008e-04      3.00207e-06        2.028      13
   9.0       10.0     -1.34954e-04      2.38908e-06        1.770      13
  10.0       12.0     -1.14408e-04      1.67019e-06        1.460      13
  12.0       14.0     -9.35154e-05      1.77639e-06        1.900      13
  14.0       16.0     -7.77385e-05      2.16748e-06        2.788      13
