#
#  CIJET_MassBin-3000-3600_cteq66_18000_AA-.xsc
#
#  cteq66.LHgrid   NLO
#  Lambda=  18000.00 GeV
#  cj/4pi(1-6) =  -1.000   0.000   2.000   0.000  -1.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      2.68381e-03      1.86971e-06        0.070      16
   2.0        3.0      1.44972e-03      2.06482e-06        0.142      36
   3.0        4.0      9.39279e-04      1.83972e-06        0.196      43
   4.0        5.0      6.68158e-04      1.63899e-06        0.245      12
   5.0        6.0      5.02362e-04      1.12512e-06        0.224      13
   6.0        7.0      3.92908e-04      1.93626e-06        0.493      13
   7.0        8.0      3.15392e-04      1.60648e-06        0.509      13
   8.0        9.0      2.59438e-04      1.60859e-06        0.620      13
   9.0       10.0      2.17777e-04      1.15697e-06        0.531      13
  10.0       12.0      1.69773e-04      8.79303e-07        0.518      13
  12.0       14.0      1.26058e-04      8.43318e-07        0.669      13
  14.0       16.0      9.65346e-05      9.67252e-07        1.002      13
