#
#  CIJET_MassBin-4200-8000_cteq66_10000_RR-.xsc
#
#  cteq66.LHgrid   NLO
#  Lambda=  10000.00 GeV
#  cj/4pi(1-6) =   0.000   0.000   0.000   0.000  -1.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      4.85840e-04      4.67289e-07        0.096      40
   2.0        3.0      2.52342e-04      2.27023e-07        0.090      43
   3.0        4.0      1.57658e-04      2.29111e-07        0.145      43
   4.0        5.0      1.09075e-04      1.48805e-07        0.136       8
   5.0        6.0      8.02408e-05      1.63788e-07        0.204      12
   6.0        7.0      6.18754e-05      1.27907e-07        0.207      13
   7.0        8.0      4.92438e-05      1.09813e-07        0.223      13
   8.0        9.0      4.01262e-05      9.93763e-08        0.248      13
   9.0       10.0      3.33067e-05      9.81958e-08        0.295      12
  10.0       12.0      2.61542e-05      6.74489e-08        0.258      13
  12.0       14.0      1.94773e-05      5.64807e-08        0.290      13
  14.0       16.0      1.50004e-05      7.73106e-08        0.515      13
