#
#  CIJET_MassBin-3600-4200_cteq66_5000_RR-.xsc
#
#  cteq66.LHgrid   NLO
#  Lambda=   5000.00 GeV
#  cj/4pi(1-6) =   0.000   0.000   0.000   0.000  -1.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      2.11688e-02      1.95051e-05        0.092      40
   2.0        3.0      1.08244e-02      1.24024e-05        0.115      43
   3.0        4.0      6.64663e-03      1.27653e-05        0.192      43
   4.0        5.0      4.52392e-03      3.82476e-06        0.085      12
   5.0        6.0      3.29150e-03      5.69689e-06        0.173      12
   6.0        7.0      2.50715e-03      4.98073e-06        0.199      13
   7.0        8.0      1.97777e-03      4.76364e-06        0.241      13
   8.0        9.0      1.60077e-03      3.81125e-06        0.238      13
   9.0       10.0      1.32277e-03      4.54888e-06        0.344      13
  10.0       12.0      1.03162e-03      2.82219e-06        0.274      13
  12.0       14.0      7.63615e-04      2.57515e-06        0.337      13
  14.0       16.0      5.91962e-04      1.40626e-06        0.238      13
