#
#  CIJET_MassBin-4200-8000_CT10nlo_8000_V-A-.xsc
#
#  CT10nlo.LHgrid   NLO
#  Lambda=   8000.00 GeV
#  cj/4pi(1-6) =   0.000   0.000  -2.000   0.000   0.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      4.55302e-04      3.87290e-07        0.085      40
   2.0        3.0      2.71079e-04      3.83318e-07        0.141      43
   3.0        4.0      1.87670e-04      2.73892e-07        0.146      43
   4.0        5.0      1.38800e-04      2.20389e-07        0.159       8
   5.0        6.0      1.06825e-04      1.42223e-07        0.133      12
   6.0        7.0      8.49369e-05      1.29124e-07        0.152      13
   7.0        8.0      6.91000e-05      6.75771e-08        0.098      13
   8.0        9.0      5.73623e-05      1.83855e-07        0.321      13
   9.0       10.0      4.82500e-05      2.28155e-07        0.473      12
  10.0       12.0      3.86077e-05      7.42073e-08        0.192      13
  12.0       14.0      2.93585e-05      6.38483e-08        0.217      13
  14.0       16.0      2.30112e-05      9.19047e-08        0.399      13
