#
#  CIJET_MassBin-4200-8000_CT10nlo_17000_AA-.xsc
#
#  CT10nlo.LHgrid   NLO
#  Lambda=  17000.00 GeV
#  cj/4pi(1-6) =  -1.000   0.000   2.000   0.000  -1.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      2.02300e-04      1.61722e-07        0.080      40
   2.0        3.0      1.08814e-04      1.08192e-07        0.099      43
   3.0        4.0      7.01872e-05      9.95305e-08        0.142      43
   4.0        5.0      4.97400e-05      5.29150e-08        0.106       8
   5.0        6.0      3.72642e-05      7.84461e-08        0.211      12
   6.0        7.0      2.91077e-05      7.50726e-08        0.258      13
   7.0        8.0      2.34031e-05      5.67721e-08        0.243      13
   8.0        9.0      1.91923e-05      5.77572e-08        0.301      13
   9.0       10.0      1.60300e-05      9.63894e-08        0.601      12
  10.0       12.0      1.26115e-05      4.64751e-08        0.369      13
  12.0       14.0      9.38615e-06      4.04224e-08        0.431      13
  14.0       16.0      7.19692e-06      4.67502e-08        0.650      13
