#
#  CIJET_MassBin-3600-4200_cteq6ll_5000_V-A-.xsc
#
#  cteq6ll.LHpdf   LO
#  Lambda=   5000.00 GeV
#  cj/4pi(1-6) =   0.000   0.000  -2.000   0.000   0.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      1.37152e-02      5.05736e-06        0.037      40
   2.0        3.0      7.82121e-03      3.32779e-06        0.043      43
   3.0        4.0      5.25749e-03      2.31323e-06        0.044      43
   4.0        5.0      3.81567e-03      1.61433e-06        0.042      12
   5.0        6.0      2.90825e-03      2.13733e-06        0.073      12
   6.0        7.0      2.29723e-03      1.01274e-06        0.044      13
   7.0        8.0      1.86323e-03      5.99145e-07        0.032      13
   8.0        9.0      1.54277e-03      1.23517e-06        0.080      13
   9.0       10.0      1.30069e-03      8.54850e-07        0.066      13
  10.0       12.0      1.03773e-03      6.32962e-07        0.061      13
  12.0       14.0      7.92923e-04      4.49359e-07        0.057      13
  14.0       16.0      6.26769e-04      5.63301e-07        0.090      13
