#
#  CIJET_MassBin-4200-8000_CT10nlo_6000_AA+.xsc
#
#  CT10nlo.LHgrid   NLO
#  Lambda=   6000.00 GeV
#  cj/4pi(1-6) =   1.000   0.000  -2.000   0.000   1.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      5.78603e-03      6.46286e-06        0.112      40
   2.0        3.0      2.99740e-03      3.29603e-06        0.110      43
   3.0        4.0      1.85221e-03      2.95650e-06        0.160      43
   4.0        5.0      1.26187e-03      1.95941e-06        0.155       8
   5.0        6.0      9.11908e-04      2.24558e-06        0.246      12
   6.0        7.0      6.91992e-04      1.36654e-06        0.197      13
   7.0        8.0      5.41723e-04      5.43375e-07        0.100      13
   8.0        9.0      4.35200e-04      1.12990e-06        0.260      13
   9.0       10.0      3.56992e-04      1.64287e-06        0.460      12
  10.0       12.0      2.75973e-04      7.47389e-07        0.271      13
  12.0       14.0      2.03138e-04      4.69997e-07        0.231      13
  14.0       16.0      1.55881e-04      5.83645e-07        0.374      13
