#
#  CIJET_MassBin-3600-4200_cteq6ll_10000_LL-.xsc
#
#  cteq6ll.LHpdf   LO
#  Lambda=  10000.00 GeV
#  cj/4pi(1-6) =  -1.000   0.000   0.000   0.000   0.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      2.73913e-03      8.22364e-07        0.030      40
   2.0        3.0      1.49460e-03      4.94712e-07        0.033      43
   3.0        4.0      9.91107e-04      4.38827e-07        0.044      43
   4.0        5.0      7.27908e-04      1.62135e-07        0.022      12
   5.0        6.0      5.69600e-04      2.08893e-07        0.037      12
   6.0        7.0      4.65292e-04      1.93484e-07        0.042      13
   7.0        8.0      3.92185e-04      1.57301e-07        0.040      13
   8.0        9.0      3.38192e-04      3.17442e-07        0.094      13
   9.0       10.0      2.97115e-04      2.11527e-07        0.071      13
  10.0       12.0      2.51823e-04      1.09193e-07        0.043      13
  12.0       14.0      2.08569e-04      1.18213e-07        0.057      13
  14.0       16.0      1.78169e-04      9.47331e-08        0.053      13
