#
#  CIJET_MassBin-3600-4200_CT10nlo_9000_LL-.xsc
#
#  CT10nlo.LHgrid   NLO
#  Lambda=   9000.00 GeV
#  cj/4pi(1-6) =  -1.000   0.000   0.000   0.000   0.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      2.56320e-03      1.93748e-06        0.076      40
   2.0        3.0      1.33372e-03      1.50120e-06        0.113      43
   3.0        4.0      8.34716e-04      1.52969e-06        0.183      43
   4.0        5.0      5.78117e-04      4.28174e-07        0.074      12
   5.0        6.0      4.26892e-04      6.41672e-07        0.150      12
   6.0        7.0      3.29577e-04      6.86967e-07        0.208      13
   7.0        8.0      2.62946e-04      7.99599e-07        0.304      13
   8.0        9.0      2.14731e-04      5.72108e-07        0.266      13
   9.0       10.0      1.78800e-04      9.05539e-07        0.506      13
  10.0       12.0      1.40727e-04      4.30414e-07        0.306      13
  12.0       14.0      1.04838e-04      4.11377e-07        0.392      13
  14.0       16.0      8.16654e-05      2.88231e-07        0.353      13
