#
#  CIJET_MassBin-4200-8000_cteq6ll_14000_LL+.xsc
#
#  cteq6ll.LHpdf   LO
#  Lambda=  14000.00 GeV
#  cj/4pi(1-6) =   1.000   0.000   0.000   0.000   0.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      1.49025e-05      3.69858e-08        0.248      40
   2.0        3.0     -3.21156e-06      3.17470e-08        0.989      43
   3.0        4.0     -1.04233e-05      2.85958e-08        0.274      43
   4.0        5.0     -1.32712e-05      1.88509e-08        0.142       8
   5.0        6.0     -1.43200e-05      4.04520e-08        0.282      12
   6.0        7.0     -1.45269e-05      3.42502e-08        0.236      13
   7.0        8.0     -1.43915e-05      1.81871e-08        0.126      13
   8.0        9.0     -1.40538e-05      2.32875e-08        0.166      13
   9.0       10.0     -1.36483e-05      1.89896e-08        0.139      12
  10.0       12.0     -1.29731e-05      1.79743e-08        0.139      13
  12.0       14.0     -1.20996e-05      1.34570e-08        0.111      13
  14.0       16.0     -1.12946e-05      1.62611e-08        0.144      13
