#
#  CIJET_MassBin-4200-8000_CT10nlo_5000_VV+.xsc
#
#  CT10nlo.LHgrid   NLO
#  Lambda=   5000.00 GeV
#  cj/4pi(1-6) =   1.000   0.000   2.000   0.000   1.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      1.26530e-02      1.39963e-05        0.111      40
   2.0        3.0      6.59335e-03      6.83090e-06        0.104      43
   3.0        4.0      4.10365e-03      6.11744e-06        0.149      43
   4.0        5.0      2.81563e-03      4.13824e-06        0.147       8
   5.0        6.0      2.04958e-03      4.50168e-06        0.220      12
   6.0        7.0      1.56615e-03      2.60916e-06        0.167      13
   7.0        8.0      1.23462e-03      1.38675e-06        0.112      13
   8.0        9.0      9.98108e-04      2.08625e-06        0.209      13
   9.0       10.0      8.24675e-04      2.63512e-06        0.320      12
  10.0       12.0      6.42423e-04      1.52543e-06        0.237      13
  12.0       14.0      4.78142e-04      8.10053e-07        0.169      13
  14.0       16.0      3.70908e-04      1.17044e-06        0.316      13
