#
#  CIJET_MassBin-3000-3600_CT10nlo_8000_V-A+.xsc
#
#  CT10nlo.LHgrid   NLO
#  Lambda=   8000.00 GeV
#  cj/4pi(1-6) =   0.000   0.000   2.000   0.000   0.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      5.98394e-03      3.97440e-06        0.066      16
   2.0        3.0      3.51117e-03      3.88771e-06        0.111      36
   3.0        4.0      2.41049e-03      3.73128e-06        0.155      43
   4.0        5.0      1.77075e-03      2.73446e-06        0.154      12
   5.0        6.0      1.36008e-03      2.21591e-06        0.163      13
   6.0        7.0      1.08031e-03      2.01596e-06        0.187      13
   7.0        8.0      8.79592e-04      3.36538e-06        0.383      13
   8.0        9.0      7.30238e-04      3.77989e-06        0.518      13
   9.0       10.0      6.17815e-04      2.62261e-06        0.424      13
  10.0       12.0      4.93400e-04      1.47111e-06        0.298      13
  12.0       14.0      3.78169e-04      1.27141e-06        0.336      13
  14.0       16.0      2.99600e-04      2.95790e-06        0.987      13
