#
#  CIJET_MassBin-3600-4200_cteq6ll_10000_V-A+.xsc
#
#  cteq6ll.LHpdf   LO
#  Lambda=  10000.00 GeV
#  cj/4pi(1-6) =   0.000   0.000   2.000   0.000   0.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      8.57185e-04      2.62679e-07        0.031      40
   2.0        3.0      4.88844e-04      1.94327e-07        0.040      43
   3.0        4.0      3.28574e-04      1.29271e-07        0.039      43
   4.0        5.0      2.38475e-04      1.13818e-07        0.048      12
   5.0        6.0      1.81775e-04      1.35680e-07        0.075      12
   6.0        7.0      1.43562e-04      6.50444e-08        0.045      13
   7.0        8.0      1.16423e-04      5.99145e-08        0.051      13
   8.0        9.0      9.64169e-05      7.75010e-08        0.080      13
   9.0       10.0      8.12885e-05      4.54324e-08        0.056      13
  10.0       12.0      6.48615e-05      2.99572e-08        0.046      13
  12.0       14.0      4.95565e-05      2.80167e-08        0.057      13
  14.0       16.0      3.91712e-05      3.57744e-08        0.091      13
