#
#  CIJET_MassBin-4200-8000_cteq6ll_6000_RR-.xsc
#
#  cteq6ll.LHpdf   LO
#  Lambda=   6000.00 GeV
#  cj/4pi(1-6) =   0.000   0.000   0.000   0.000  -1.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      4.59747e-03      1.83956e-06        0.040      40
   2.0        3.0      2.41363e-03      1.11319e-06        0.046      43
   3.0        4.0      1.53209e-03      8.67782e-07        0.057      43
   4.0        5.0      1.07875e-03      4.62910e-07        0.043       8
   5.0        6.0      8.11200e-04      8.68646e-07        0.107      12
   6.0        7.0      6.39500e-04      2.70801e-07        0.042      13
   7.0        8.0      5.21477e-04      2.83296e-07        0.054      13
   8.0        9.0      4.36277e-04      2.04751e-07        0.047      13
   9.0       10.0      3.72642e-04      2.42930e-07        0.065      12
  10.0       12.0      3.04369e-04      2.36765e-07        0.078      13
  12.0       14.0      2.41085e-04      1.37515e-07        0.057      13
  14.0       16.0      1.98092e-04      1.01748e-07        0.051      13
