#
#  CIJET_MassBin-4200-8000_cteq66_14000_RR-.xsc
#
#  cteq66.LHgrid   NLO
#  Lambda=  14000.00 GeV
#  cj/4pi(1-6) =   0.000   0.000   0.000   0.000  -1.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      1.63410e-04      1.48151e-07        0.091      40
   2.0        3.0      8.60591e-05      8.06466e-08        0.094      43
   3.0        4.0      5.45423e-05      7.64647e-08        0.140      43
   4.0        5.0      3.81988e-05      4.51782e-08        0.118       8
   5.0        6.0      2.83858e-05      6.00694e-08        0.212      12
   6.0        7.0      2.20569e-05      5.39111e-08        0.244      13
   7.0        8.0      1.76662e-05      4.71767e-08        0.267      13
   8.0        9.0      1.44646e-05      4.13552e-08        0.286      13
   9.0       10.0      1.20467e-05      5.08712e-08        0.422      12
  10.0       12.0      9.49500e-06      2.97209e-08        0.313      13
  12.0       14.0      7.07692e-06      2.69675e-08        0.381      13
  14.0       16.0      5.43500e-06      3.41565e-08        0.628      13
