#
#  CIJET_MassBin-4200-8000_cteq66_13000_V-A+.xsc
#
#  cteq66.LHgrid   NLO
#  Lambda=  13000.00 GeV
#  cj/4pi(1-6) =   0.000   0.000   2.000   0.000   0.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      6.28598e-05      5.47483e-08        0.087      40
   2.0        3.0      3.81028e-05      5.07715e-08        0.133      43
   3.0        4.0      2.67863e-05      6.35094e-08        0.237      43
   4.0        5.0      2.00237e-05      4.27409e-08        0.213       8
   5.0        6.0      1.55567e-05      1.43548e-08        0.092      12
   6.0        7.0      1.24862e-05      3.81965e-08        0.306      13
   7.0        8.0      1.02646e-05      4.33235e-08        0.422      13
   8.0        9.0      8.56500e-06      1.94551e-08        0.227      13
   9.0       10.0      7.32100e-06      5.92253e-08        0.809      12
  10.0       12.0      5.85962e-06      2.58571e-08        0.441      13
  12.0       14.0      4.52958e-06      2.23018e-08        0.492      13
  14.0       16.0      3.63085e-06      2.36761e-08        0.652      13
