#
#  CIJET_MassBin-3600-4200_cteq66_10000_LL+.xsc
#
#  cteq66.LHgrid   NLO
#  Lambda=  10000.00 GeV
#  cj/4pi(1-6) =   1.000   0.000   0.000   0.000   0.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      3.83327e-04      1.38026e-06        0.360      40
   2.0        3.0      1.57751e-04      1.02849e-06        0.652      43
   3.0        4.0      7.06821e-05      9.50249e-07        1.344      43
   4.0        5.0      3.13225e-05      5.12092e-07        1.635      12
   5.0        6.0      1.20883e-05      4.35907e-07        3.606      12
   6.0        7.0      1.59318e-06      5.11099e-07       32.080      13
   7.0        8.0     -3.93377e-06      6.04238e-07       15.360      13
   8.0        9.0     -6.75946e-06      4.46031e-07        6.599      13
   9.0       10.0     -8.16800e-06      6.16691e-07        7.550      13
  10.0       12.0     -8.92962e-06      4.15399e-07        4.652      13
  12.0       14.0     -8.36769e-06      3.68395e-07        4.403      13
  14.0       16.0     -7.61808e-06      3.11572e-07        4.090      13
