#
#  cidijet_DijetChi_DILHC_2012_Lambda-11000._MassBin-4200.-8000._Order-1_xmu-1._0061.dat
#
#  Lambda=11000 GeV   cteq66   NLO
#  mass=[ 4200.00, 8000.00 ] GeV
#   chid  chiu  xsec(pb)    error(pb)
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      9.50400e-05      2.94700e-07        0.310       1
   2.0        3.0      4.05500e-05      1.79800e-07        0.443       1
   3.0        4.0      1.92900e-05      9.87700e-08        0.512       1
   4.0        5.0      9.40400e-06      6.06800e-08        0.645       1
   5.0        6.0      4.33300e-06      4.60600e-08        1.063       1
   6.0        7.0      1.49900e-06      4.60500e-08        3.072       1
   7.0        8.0     -9.84100e-08      5.29400e-08       53.795       1
   8.0        9.0     -1.03000e-06      6.34200e-08        6.157       1
   9.0       10.0     -1.59400e-06      7.35100e-08        4.612       1
  10.0       12.0     -1.98450e-06      6.08000e-08        3.064       1
  12.0       14.0     -2.22550e-06      7.04500e-08        3.166       1
  14.0       16.0     -2.19800e-06      7.68000e-08        3.494       1
